ObjectID,GlobalID,Sonde ID,Other SondeID,Discrete or Continuous Deployment,Pre- or Post-Deployment,Deployment Start/Stop Time,Calibration Date and Time,Verification Instruments,Which Turbidity standard?,Lot #,Expiration Date,Open Date,Turbidity Standard concentration,Lot #,Expiration Date,Open Date,Which SPC standard?,Lot #,Expiration Date,Open Date,Lot #,Expiration Date,Open Date,Lot #,Expiration Date,Open Date,Lot #,Expiration Date,Open Date,SpC Standard concentration,Lot #,Expiration Date,Open Date,Which pH standard?,Lot #,Expiration Date,Open Date,Lot #,Expiration Date,Open Date,Lot #,Expiration Date,Open Date,Which Rhodamine standard?,Lot #,Expiration Date,Open Date,Which fDOM standard?,Lot #,Expiration Date,Open Date,Specific Conductivity in Air,fDOM in DI (pre-cal RFU),fDOM in DI (post-cal RFU),fDOM in standard (pre-cal RFU),fDOM in standard (post-cal RFU),fDOM in DI (pre-cal QSU),fDOM in DI (post-cal QSU),fDOM in standard (pre-cal QSU),fDOM in standard (post-cal QSU),Chl in DI (pre-cal RFU),Chl in DI (post-cal RFU),Chl in rhodamine (pre-cal RFU),Chl in rhodamine (post-cal RFU),Chl in DI (pre-cal ug/L),Chl in DI (post-cal ug/L),Chl in rhodamine (pre-cal ug/L),Chl in rhodamine (post-cal ug/L),PC in DI (pre-cal RFU),PC in DI (post-cal RFU),PC in rhodamine (pre-cal RFU),PC in rhodamine (post-cal RFU),PC in DI (pre-cal ug/L),PC in DI (post-cal ug/L),PC in rhodamine (pre-cal ug/L),PC in rhodamine (post-cal ug/L),Turbidity in DI (pre-cal),Turbidity in DI (post-cal),Turbidity in standard (pre-cal),Turbidity in standard (post-cal),SpC in standard (pre-cal),SpC in standard (post-cal),SpC cell constant,pH in 7 (pre-cal),pH in 7 (post-cal),pH in 7 voltage,pH in 10 (pre-cal),pH in 10 (post-cal),pH in 10 voltage,pH in 4 (pre-cal),pH in 4 (post-cal),pH in 4 voltage,Delta slope (4 to 7),Delta slope (4 to 7),Delta slope (7 to 10),Delta slope (7 to 10),Temperature (NIST),Temperature (sonde),Pressure from handheld,Pressure from barometer,DO concentration (pre-cal),DO concentration (post-cal),DO percent (pre-cal),DO percent (post-cal),DO gain,Temperature during DO calibration,Notes,CreationDate,Creator,EditDate,Editor,x,y
50,6e78c2d4-fedd-49c2-bfd9-53374af0fea3,19C101659,,Discrete,,,10/1/2024 7:18:00 PM,NIST_Thermometer_221949308_(Due,turb_124,24E24012156,5/1/2025 7:00:00 AM,7/2/2024 7:00:00 PM,,,,,spc_1412,2312E37,11/1/2025 7:00:00 AM,7/30/2024 7:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,rhod_none,,,,fdom_none,,,,0.4,0.08,0,,,0.32,0,,,0.02,0,,,-0.06,0,,,-0.02,0,,,-0.01,0,,,0.03,-0.01,123.91,124,1403.1,1412,5.24,,,,,,,,,,,,,,20.874,21.147,759.3,759,8.74,8.92,98,100.2,1.06,20.923,,10/1/2024 10:39:00 PM,cdfw_frpmt,10/1/2024 10:39:00 PM,cdfw_frpmt,-121.241536071209,37.9067603456772
51,c5e48a15-bb93-40b4-aa75-82e85a69edc1,18D101027,,Discrete,,,10/10/2024 7:03:25 PM,NIST_Thermometer_221949308_(Due,turb_124,24E24012156,5/1/2025 7:00:00 AM,7/2/2024 7:00:00 PM,,,,,spc_1412,2301C75,12/1/2024 8:00:00 AM,5/24/2023 7:00:00 PM,,,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0,-0.18,0,,,-0.4,0,,,-0.01,0,,,-0.05,0,,,0.02,0,,,0,0,,,0.08,0,123.45,124,1410.3,1412,5.24,6.92,7,-25.6,9.81,10,-194.4,3.89,3.98,151.6,177.23,59.08,168.77,56.26,20.652,20.661,760.3,760,8.9,9.03,98.8,100.1,1.1,20.4,Changed ph sensor,10/10/2024 7:04:13 PM,cdfw_frpmt,10/10/2024 7:04:13 PM,cdfw_frpmt,-121.241645253669,37.9068244957415
52,fe97d50a-8fa1-4b9b-9074-8833619880ec,19C101659,,Discrete,,,10/10/2024 4:37:00 PM,NIST_Thermometer_221949308_(Due,turb_124,24E24012156,5/1/2025 7:00:00 AM,7/2/2024 7:00:00 PM,,,,,spc_20000,,,,,,,2301C69,12/1/2024 8:00:00 AM,7/18/2024 7:00:00 PM,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0.1,0.12,0,,,0.34,0,,,0.03,0,,,0.15,0,,,-0.02,0,,,-0.01,0,,,0,0,124.1,124,1409.6,1412,5.25,6.95,7,-27.9,9.82,10,-192.5,3.79,3.95,153.2,181.12,60.37,164.61,54.87,20.641,20.604,760.3,760,8.97,,99.1,100,1.06,20.246,Changed PH sensor,10/10/2024 7:09:30 PM,cdfw_frpmt,10/10/2024 7:09:30 PM,cdfw_frpmt,-121.241641597548,37.9068109899337
53,b0d74a60-b845-453d-90e3-ecb96057aa29,19C101659,,Discrete,,12/10/2024 4:17:00 PM,12/10/2024 4:17:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_10000,,,,2302L74,2/1/2025 8:00:00 AM,12/10/2024 8:00:00 PM,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,2,-0.1,0,,,-0.26,0,,,0.04,0,,,0.11,-0.01,,,0.13,0,,,0.06,0,,,0.22,0,123.06,124.01,9845.7,10000.1,5.35,7.1,7,-28.4,10.04,10,-195.8,3.98,3.97,149.8,178.24,59.41,167.37,55.79,20.083,20.057,770.8,775,9.25,9.26,102,102.1,1.06,20.081,,12/10/2024 7:09:08 PM,cdfw_frpmt,12/10/2024 7:09:08 PM,cdfw_frpmt,-121.241623668933,37.9068204698832
54,dfc70af3-8a5d-48ec-b2ed-581aa9f44505,18D101027,,Discrete,,,12/10/2024 5:24:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_10000,,,,2302L74,2/1/2025 8:00:00 AM,12/10/2024 8:00:00 PM,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0.1,-0.05,0,,,-0.13,0,,,-0.02,0,,,-0.01,0,,,-0.08,0,,,-0.11,0,,,-0.05,-0.01,123.57,124,9947.3,10000,5.3,7.02,7,-23.8,10,10,-193.6,3.94,3.98,151.7,175.52,58.51,169.79,56.6,20.148,20.172,770.5,775,9.08,9.23,100.3,102.1,1.09,20.194,,12/10/2024 7:19:09 PM,cdfw_frpmt,12/10/2024 7:19:09 PM,cdfw_frpmt,-121.24160061698,37.9068460651117
55,c998382e-debb-4e5f-8801-181f234433a1,19C101659,,Discrete,,1/2/2025 6:10:00 PM,1/2/2025 5:02:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_1412,2301C75,11/1/2025 7:00:00 AM,7/30/2023 7:00:00 PM,,,,,,,,,,,,,,"pH_4,pH_10,pH_7",431OH23,10/1/2025 7:00:00 AM,3/19/2023 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0.1,-0.09,0,,,-0.39,0,,,-0.06,0,,,-0.2,0,,,-0.07,0,,,-0.05,0,,,-0.27,0.01,124.53,124.01,1453.7,1412,5.2,7.1,7,-30.5,9.99,10,-196.5,4.03,3.97,145.8,176.28,58.76,166.02,55.34,20.975,20.973,765.7,771,9.03,9.04,101.4,101.4,1.06,20.988,,1/2/2025 7:18:54 PM,cdfw_frpmt,1/2/2025 7:18:54 PM,cdfw_frpmt,-121.241517850063,37.9066088224154
56,93781964-d6bd-411a-880f-ae6acd77f2ee,18D101027,,Discrete,,,1/2/2025 5:33:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_1412,2301C75,11/1/2025 7:00:00 AM,7/30/2023 7:00:00 PM,,,,,,,,,,,,,,"pH_4,pH_10,pH_7",431OH23,10/1/2025 7:00:00 AM,3/19/2023 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0,0.16,0,,,0.59,0,,,0.04,0,,,0.06,-0.02,,,-0.04,0,,,-0.05,0,,,0.09,0,123.89,123.99,1438.8,1412,5.2,7.07,7,-25.9,9.99,10,-194.2,3.99,3.97,151.3,177.21,59.07,168.3,56.1,20.981,20.998,765.4,771,8.98,9.05,100.8,101.5,1.09,21.006,,1/2/2025 7:22:27 PM,cdfw_frpmt,1/2/2025 7:22:27 PM,cdfw_frpmt,-121.241666938431,37.9067779876626
57,7a2feec0-313c-4c4c-b546-be8a855ef0ed,18D101027,,Discrete,,2/4/2025 6:34:00 PM,2/4/2025 6:46:00 PM,"Barometer_210822350,NIST_Thermometer_221949308_(Due",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_10000,,,,2302L74,2/1/2025 8:00:00 AM,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0.1,-0.21,0,,,-0.66,0,,,-0.01,0,,,0.07,0,,,-0.05,0,,,-0.07,0,,,-0.13,-0.01,124.33,124,9921.2,10000.2,5.24,7.12,7,-29.6,10.01,10,-197.3,4.06,3.97,147.6,177.21,59.07,167.67,55.89,22.539,22.566,750.4,757,8.49,8.61,98.2,99.7,1.1,22.571,Redid fdom/TALPC values with new cover due to barnacle shells growing on cover,2/4/2025 11:16:17 PM,cdfw_frpmt,2/4/2025 11:16:17 PM,cdfw_frpmt,-121.241621213293,37.9067993389018
58,f71b10aa-54f7-41a6-8327-9b3e8df4c990,19C101659,,Discrete,,2/4/2025 6:34:00 PM,2/4/2025 6:33:00 PM,"Barometer_210822350,NIST_Thermometer_221949308_(Due",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_10000,,,,2302L74,2/1/2025 8:00:00 AM,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0,-0.03,0,,,-0.05,0,,,0,0,,,-0.02,-0.01,,,-0.01,0,,,0,0,,,0.01,0.01,123.68,124,9842.9,10000,5.28,6.98,7,-26.1,9.89,10,-193.8,3.89,3.97,151.9,178.07,59.36,167.71,55.9,22.531,22.509,750.4,757,8.47,8.65,97.9,100,1.07,22.532,,2/4/2025 11:16:36 PM,cdfw_frpmt,2/4/2025 11:16:36 PM,cdfw_frpmt,-121.241591569575,37.906756633328
59,1daababa-c05c-4a4c-878e-3c42635ef86a,19C101658,,Discrete,,2/4/2025 6:34:00 PM,2/4/2025 6:45:00 PM,"Barometer_210822350,NIST_Thermometer_221949308_(Due",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_10000,,,,2302L74,2/1/2025 8:00:00 AM,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0,0.17,0,,,0.81,-0.01,,,-0.1,0,,,-0.58,0,,,-0.34,0,,,-0.33,0,,,1.22,0,110.1,124,9922.2,10000,0.47,,,,,,,,,,,,,,22.554,22.581,750.4,757,8.71,8.64,100.8,100.1,1.08,22.584,No ph probe,2/4/2025 11:21:03 PM,cdfw_frpmt,2/4/2025 11:21:03 PM,cdfw_frpmt,-121.241628764472,37.9068080152526
60,81527854-de76-476e-9b2f-796dc7afc6af,19C101659,,Discrete,,,2/13/2025 4:58:00 PM,other,,,,,,,,,spc_1412,2312E37,11/1/2025 7:00:00 AM,7/30/2024 7:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.2,1412.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,Conductivity only for fresher site,2/13/2025 6:07:29 PM,cdfw_frpmt,2/13/2025 6:07:29 PM,cdfw_frpmt,-121.241596459108,37.9068097446155
61,74a85ff9-a3db-4cdc-8961-389d0390a53f,18D101027,,Discrete,,,2/13/2025 6:10:00 PM,other,,,,,,,,,spc_1412,2312E37,11/1/2025 7:00:00 AM,7/30/2024 7:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.2,1412.3,5.11,,,,,,,,,,,,,,,,,,,,,,,,Conductivity only for fresher site,2/13/2025 6:17:40 PM,cdfw_frpmt,2/13/2025 6:17:40 PM,cdfw_frpmt,-121.241644357353,37.9067687000804
62,290346f7-4022-4bb3-ab35-b432be102107,19C101659,,Discrete,,,3/11/2025 6:48:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_10000,,,,2302L74,2/1/2025 8:00:00 AM,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,3/19/2023 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,3/19/2023 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,4/2/2023 7:00:00 PM,,,,,,,,,0,-0.01,0,,,-0.04,0,,,0.01,0,,,0,0.01,,,0.02,0,,,0.04,0,,,-0.05,-0.01,124.31,124.01,9743.8,99999.9,5.23,7.8,7,-33.2,10.09,10,-199.6,4.11,3.97,143.1,176.33,58.78,166.35,55.45,19042,19.071,754.4,761,9.3,9.25,100.5,100,1.07,19.092,Have orange bar indicated probe alarm,3/12/2025 3:49:21 PM,cdfw_frpmt,3/12/2025 3:49:21 PM,cdfw_frpmt,-121.24154491789,37.9067616577953
63,48da4543-b628-43c5-942c-94c38c9dcb41,18D101027,,Discrete,,,3/11/2025 6:58:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_10000,,,,2302L74,2/1/2025 8:00:00 AM,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,3/19/2023 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,3/19/2023 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,4/2/2023 7:00:00 PM,,,,,,,,,-0.1,0.12,0,,,0.36,0,,,0.04,0,,,0,-0.01,,,0.05,0.01,,,0.08,0,,,0.06,0,123.84,124,9754.4,10000.1,5.23,7.15,7,-35.3,9.97,10,-196.9,4.05,3.95,142.7,178.05,59.35,161.64,53.88,19.054,19.054,754.6,761,9.49,9.25,102.6,100,1.09,19.087,Red flag alarm was showing while doing the DO/temp cal,3/12/2025 3:49:35 PM,cdfw_frpmt,3/12/2025 3:49:35 PM,cdfw_frpmt,-121.241577486265,37.9068337389423
64,10ebc0b5-ed50-44f2-94f9-6a833f64d124,18D101027,,Discrete,,,3/17/2025 8:37:00 PM,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.7,1412,5.23,,,,,,,,,,,,,,,,,,,,,,,,"Re-Cal SPC 10,000 to 1412 standard",3/17/2025 8:50:58 PM,cdfw_frpmt,3/17/2025 8:50:58 PM,cdfw_frpmt,-121.241533865224,37.9068065078057
65,f235db8e-6d6b-486f-8f98-1596dbf01fc6,19C101658,,Discrete,,,3/17/2025 8:51:00 PM,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.5,1412,0.47,,,,,,,,,,,,,,,,,,,,,,,,"Re-Cal SPC 10,000 to1412 in standard",3/17/2025 8:58:09 PM,cdfw_frpmt,3/17/2025 8:58:09 PM,cdfw_frpmt,-121.241600100582,37.9068274559821
66,871611e2-7a44-49ec-8a43-69a2e020dadd,19C101659,,Discrete,,,3/17/2025 9:00:00 PM,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408,1412,5.25,,,,,,,,,,,,,,,,,,,,,,,,"Re-Cal SPC 10,000 to 1412 in standard",3/17/2025 9:05:53 PM,cdfw_frpmt,3/17/2025 9:05:53 PM,cdfw_frpmt,-121.24165726386,37.9068456884083
67,0371126f-887a-4df9-be46-7d4d80193a90,19C101659,,Discrete,,,4/1/2025 6:19:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012288,5/1/2025 7:00:00 AM,4/1/2025 7:00:00 PM,,,,,spc_1412,4401G04,12/1/2025 8:00:00 AM,4/1/2025 7:00:00 PM,,,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0.1,0,0,,,-0.07,0,,,0,0,,,0.01,0.01,,,-0.01,0,,,-0.04,0,,,0,0,124.1,124,1397.1,1412,0.1,7.06,7.02,-33.4,9.92,10,-198.2,3.97,4,144.9,178.35,59.5,164.73,54.38,21.012,21.03,758.3,765,8.85,8.9,99.3,100,1.06,21.037,,5/5/2025 4:02:32 PM,cdfw_frpmt,5/5/2025 4:02:32 PM,cdfw_frpmt,-121.24158574764,37.9067992561411
68,5c100bc1-30d7-41cd-9373-104821499402,19C101659,,Discrete,,,4/21/2025 7:44:00 PM,"Barometer_210822350,NIST_Thermometer_221949308_(Due",turb_124,24E24012288,5/1/2025 7:00:00 AM,4/1/2025 7:00:00 PM,,,,,spc_1412,4401G04,12/1/2025 8:00:00 AM,4/10/2025 7:00:00 PM,,,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0.2,0.26,0,,,0.84,0,,,0.01,0,,,0.07,0.01,,,0.01,0,,,0,0,,,0.3,0,124.58,124,1428.5,1412,5.24,7.06,7.02,-31,10.01,10.02,-198.1,3.89,4,148.3,179.2,59.37,167.15,55.08,19.861,19.865,757.8,654,9.02,9.11,99,100.2,1.05,19.865,,5/5/2025 4:02:32 PM,cdfw_frpmt,5/5/2025 4:02:32 PM,cdfw_frpmt,-121.241587977599,37.9068218635985
69,023b463b-ad47-460f-ad42-e9a3e9856e48,19C101658,,Discrete,,,4/21/2025 7:45:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdom_none,,,,0,-0.01,0,,,0.21,-0.01,,,0.06,0,,,0.23,0,,,0.09,0,,,0.06,0,,,-0.06,0,121.87,124,1399,1412,0.47,,,,,,,,,,,,,,19.854,19.862,757.9,764,9.1,9.11,99.9,99.9,1.06,19.871,,5/5/2025 4:02:40 PM,cdfw_frpmt,5/5/2025 4:02:40 PM,cdfw_frpmt,-121.241625358618,37.9068297213442
70,0401f3b5-7c62-43b2-b009-2607159417b6,18D101027,,Discrete,,,4/21/2025 7:29:00 PM,"Barometer_210822350,NIST_Thermometer_221949308_(Due",turb_124,24E24012288,5/1/2025 7:00:00 AM,4/1/2025 7:00:00 PM,,,,,spc_1412,4401G04,12/1/2025 8:00:00 AM,4/10/2025 7:00:00 PM,,,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0.2,0.49,0,,,1.27,0,,,0.01,0,,,0.06,0.01,,,0.09,0.01,,,0.06,0,,,0.69,-0.01,124.06,124,1416.8,1412,5.23,7.26,7.02,-42.2,10.02,9.98,-199.9,4.08,4,139.4,181.63,60.15,157.74,51.98,19.865,19.901,757.9,764,9.11,9.09,100.1,99.9,1.09,19.916,,5/5/2025 4:02:49 PM,cdfw_frpmt,5/5/2025 4:02:49 PM,cdfw_frpmt,-121.241867544599,37.9065902074686
71,6c855454-b21b-43c5-804c-d9dd2cd09447,18D101027,,Discrete,,,4/1/2025 2:54:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012288,5/1/2025 7:00:00 AM,4/1/2025 7:00:00 PM,,,,,spc_1412,4401G04,12/1/2025 8:00:00 AM,4/1/2025 7:00:00 PM,,,,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0.2,-0.08,0,,,-0.21,0,,,0.02,-0.01,,,-0.01,-0.01,,,0.02,0,,,0.02,0,,,-0.01,0,124.68,124,1406.3,1412,5.25,7.12,7,-34.8,9.96,9.99,-198.4,3.98,4,146.9,181.68,60.18,163.6,54.01,21.075,21.05,758.3,765,8.92,8.89,100.3,100.1,1.09,21.09,,5/5/2025 4:02:56 PM,cdfw_frpmt,5/5/2025 4:02:56 PM,cdfw_frpmt,-121.241884143237,37.9065588503577
72,43e4a3c8-c57d-4c46-872f-a448ca856499,19C101659,,Discrete,,,12/10/2024 4:17:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012156,5/1/2025 7:00:00 AM,12/10/2024 8:00:00 PM,,,,,spc_10000,,,,2302L74,2/1/2025 8:00:00 AM,12/10/2024 8:00:00 PM,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,2,-0.1,0,,,-0.26,0,,,0.04,0,,,0.11,-0.01,,,0.13,0,,,0.06,0,,,0.22,0,123.06,124.01,9845.7,10000,5.35,7.1,7,-28.4,10.4,10,-195.8,3.98,3.97,149.8,178.24,59.41,167.37,55.79,20.083,20.057,770.8,775,9.25,9.26,102,102.1,1.06,20.081,,5/5/2025 4:03:03 PM,cdfw_frpmt,5/5/2025 4:03:03 PM,cdfw_frpmt,-121.241594567071,37.9068027751266
73,48b22b97-1428-4f4c-8269-6c4c120483e3,19C101658,,Discrete,,,5/5/2025 4:05:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012288,5/1/2025 7:00:00 AM,4/1/2025 7:00:00 PM,,,,,spc_1412,4401G04,12/1/2025 8:00:00 AM,4/20/2023 7:00:00 PM,,,,,,,,,,,,,,"pH_10,pH_4,pH_7",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0,-0.06,0,,,-0.32,0,,,0.05,0,,,0.21,0,,,0.17,0,,,0.21,0,,,-0.02,0,124.11,124,1415.4,1412,0.47,6.9,7.02,-29.1,9.91,10.05,-201.8,3.85,4,145.1,174.26,57.74,172.7,56.94,20.326,20.316,754.7,761.5,8.93,9.05,98.9,100.1,1.07,20.302,,5/5/2025 6:25:44 PM,cdfw_frpmt,5/5/2025 6:25:44 PM,cdfw_frpmt,-121.241837725841,37.906576684284
74,5868abd9-8100-4d8c-963f-5892686a0cc6,18D101027,,Discrete,,,5/5/2025 4:24:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012288,5/1/2025 7:00:00 AM,4/1/2025 7:00:00 PM,,,,,spc_1412,4401G04,12/1/2025 8:00:00 AM,4/20/2023 7:00:00 PM,,,,,,,,,,,,,,"pH_10,pH_4,pH_7",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1309L50,3/1/2025 8:00:00 AM,6/4/2024 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0,-0.5,0,,,-1.29,0,,,0.01,0,,,-0.13,0.01,,,-0.02,0,,,-0.03,0,,,-0.59,0,124.05,124.01,1378.7,1412,5.36,7.12,7.02,-39.6,10.02,10,140.3,3.92,4,-202.6,179.89,59.62,163.1,53.83,20.269,20.269,754.6,761.5,8.95,9.03,98.9,99.8,1.1,20.279,,5/5/2025 6:31:57 PM,cdfw_frpmt,5/5/2025 6:31:57 PM,cdfw_frpmt,-121.241612363222,37.9067748032604
75,2a0d1ccc-2179-41d1-aa56-b5c8bface131,19C101658,,Discrete,,,4/11/2025 8:22:00 PM,other,turb_124,24K24016066,10/1/2025 7:00:00 AM,,,,,,spc_other,,,,,,,,,,,,,5000,1501K32,1/1/2027 8:00:00 AM,,,,,,,,,,,,rhod_none,,,,fdom_none,,,,0,-0.25,-0.25,,,-0.62,-0.62,,,0.02,0.02,,,0.01,0.01,,,0.06,0.06,,,0.07,0.07,,,-1.31,0.01,126.83,124.01,5025.9,5000.1,0.47,,,,,,,,,,,,,,20.24,20.27,760,,,9.03,100.8,100,1.06,20.363,Calibration performed at DWR FRP lab. pH not present on sonde. All fluorescent parameters checked in DI water only.,5/13/2025 3:21:31 PM,cdfw_frpmt,5/13/2025 3:21:31 PM,cdfw_frpmt,-121.241850023341,37.9065530520237
76,8674c1c6-dc42-4795-8eb1-bb8853e7eb43,18D101027,,Discrete,,,5/14/2025 8:56:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012288,5/1/2025 7:00:00 AM,4/1/2025 7:00:00 PM,,,,,spc_10000,,,,2309F64,8/1/2025 7:00:00 AM,5/14/2025 7:00:00 PM,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1502C19,8/1/2026 7:00:00 AM,5/14/2025 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0,-0.03,,,,-0.14,,,,-0.02,,,,0.02,,,,0,,,,0.04,,,,-0.01,-0.01,123.87,124,10278.3,9999.8,5.22,7.02,7.02,-33.5,10.01,10.02,-203.6,3.88,4,144.6,178.01,59,170.13,56.13,19.851,19.867,767,767,,9.2,99.9,101,1.1,19.872,Calibrated barometer on handhelds. Calibrated depth,5/14/2025 9:51:36 PM,cdfw_frpmt,5/14/2025 9:51:36 PM,cdfw_frpmt,-121.241665350115,37.9069206777367
77,fb678afc-d171-4368-b11a-f2de8df82c3d,19C101658,,Discrete,,,5/14/2025 9:56:00 PM,"NIST_Thermometer_221949308_(Due,Barometer_210822350",turb_124,24E24012288,5/1/2025 7:00:00 AM,4/1/2025 7:00:00 PM,,,,,spc_10000,,,,2309F64,8/1/2025 7:00:00 AM,5/14/2025 7:00:00 PM,,,,,,,,,,,"pH_7,pH_4,pH_10",4310H23,10/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,1502C19,8/1/2025 7:00:00 AM,5/14/2025 7:00:00 PM,4310E71,9/1/2025 7:00:00 AM,6/4/2024 7:00:00 PM,rhod_none,,,,fdom_none,,,,0,-0.1,,,,-0.26,,,,0.04,,,,0.29,0.03,,,0.02,,,,0.02,,,,0.42,0.01,123.4,124,10026.8,10000.1,0.47,7.17,7.02,-36.7,10.09,10.01,-204.5,4.02,4,143.7,180.41,59.79,167.8,55.31,19.709,19.724,766.8,766.5,7.37,9.22,80.7,100.8,1.25,19.727,Replaced DO cap s/n 20E101562 lot 20E100516,5/14/2025 10:54:08 PM,cdfw_frpmt,5/14/2025 10:54:08 PM,cdfw_frpmt,-121.241627630153,37.906811393573
